date,country,category,device_type,forecast,share
2021-01-01,Finland,Games,PC,68748.3443410441,0.015825565298371487
2021-01-01,Finland,Games,Tablet,37324.983905150104,0.008592046480731972
2021-01-01,Finland,Other,PC,0.0,0.0
2021-01-01,Finland,Outdoors,PC,14734.148522226453,0.003391735928907131
2021-01-01,France,Accessories,Mobile,0.0,0.0
2021-01-01,France,Accessories,PC,0.0,0.0
2021-01-01,France,Appliances,Mobile,10027.72818057016,0.002308338748184068
2021-01-01,France,Appliances,PC,139474.65318282356,0.03210644929080438
2021-01-01,France,Appliances,Tablet,4135.370662355976,0.0009519440661062227
2021-01-01,France,Beauty,Mobile,30272.034731102885,0.0069684887242531445
2021-01-01,France,Beauty,PC,42171.85889193831,0.009707775700565215
2021-01-01,France,Beauty,Tablet,8013.800890537067,0.0018447415788255745
2021-01-01,France,Books,Mobile,19070.239740047175,0.0043898849805687114
2021-01-01,France,Books,PC,75169.31731653624,0.01730364492453149
2021-01-01,France,Books,Tablet,13312.904665541968,0.0030645718688202105
2021-01-01,France,Clothing,Mobile,11923.411226156531,0.0027447166145966578
2021-01-01,France,Clothing,PC,54346.43299654227,0.012510308900731975
2021-01-01,France,Clothing,Tablet,0.0,0.0
2021-01-01,France,Electronics,Mobile,51846.21833025176,0.01193477052463607
2021-01-01,France,Electronics,PC,149016.74192250578,0.03430299598411204
2021-01-01,France,Electronics,Tablet,0.0,0.0
2021-01-01,France,Games,PC,94001.91052183397,0.021638824722165873
2021-01-01,France,Games,Tablet,0.0,0.0
2021-01-01,France,Other,PC,18598.843787929607,0.0042813717139129105
2021-01-01,France,Outdoors,Mobile,43445.31170081092,0.010000918914040048
2021-01-01,France,Outdoors,PC,12205.239348973673,0.002809592204013542
2021-01-01,France,Outdoors,Tablet,0.0,0.0
2021-01-01,France,Smartphones,Mobile,0.0,0.0
2021-01-01,France,Smartphones,PC,134501.66050712316,0.030961688335875696
2021-01-01,France,Smartphones,Tablet,0.0,0.0
2021-01-01,Germany,Accessories,Mobile,5179.581085953833,0.0011923166947459814
2021-01-01,Germany,Accessories,PC,0.0,0.0
2021-01-01,Germany,Appliances,Mobile,26859.21022575944,0.006182871592977009
2021-01-01,Germany,Appliances,PC,38303.02254296903,0.008817186656477167
2021-01-01,Germany,Beauty,PC,0.0,0.0
2021-01-01,Germany,Books,PC,0.0,0.0
2021-01-01,Germany,Clothing,PC,25635.97636850743,0.005901288560415696
2021-01-01,Germany,Clothing,Tablet,0.0,0.0
2021-01-01,Germany,Electronics,Mobile,0.0,0.0
2021-01-01,Germany,Electronics,PC,9816.974924139702,0.0022598242791673443
2021-01-01,Germany,Games,PC,0.0,0.0
2021-01-01,Germany,Outdoors,Tablet,7750.26070391892,0.001784075791568491
2021-01-01,Germany,Smartphones,PC,0.0,0.0
2021-01-01,Ireland,Accessories,PC,0.0,0.0
2021-01-01,Ireland,Appliances,PC,5064.16462789963,0.0011657483357411075
2021-01-01,Ireland,Beauty,Mobile,12574.567262164954,0.002894609858805708
2021-01-01,Ireland,Beauty,PC,10899.59254846594,0.002509038075821847
2021-01-01,Ireland,Books,Mobile,12888.777895710062,0.0029669397592021903
2021-01-01,Ireland,Books,PC,0.0,0.0
2021-01-01,Ireland,Clothing,Mobile,0.0,0.0
2021-01-01,Ireland,Clothing,PC,0.0,0.0
2021-01-01,Ireland,Clothing,Tablet,0.0,0.0
2021-01-01,Ireland,Electronics,Mobile,0.0,0.0
2021-01-01,Ireland,Electronics,PC,15824.175422159298,0.0036426553080894735
2021-01-01,Ireland,Games,Mobile,0.0,0.0
2021-01-01,Ireland,Games,PC,9334.278915810479,0.0021487097894687637
2021-01-01,Ireland,Other,Mobile,0.0,0.0
2021-01-01,Ireland,Other,PC,0.0,0.0
2021-01-01,Ireland,Outdoors,Mobile,0.0,0.0
2021-01-01,Ireland,Outdoors,PC,0.0,0.0
2021-01-01,Ireland,Smartphones,Mobile,7999.471855287595,0.0018414430981832151
2021-01-01,Ireland,Smartphones,PC,65866.18999267109,0.015162106093973874
2021-01-01,Italy,Appliances,Mobile,0.0,0.0
2021-01-01,Italy,Books,Mobile,0.0,0.0
2021-01-01,Italy,Books,PC,0.0,0.0
2021-01-01,Italy,Books,Tablet,0.0,0.0
2021-01-01,Italy,Clothing,PC,0.0,0.0
2021-01-01,Italy,Games,PC,0.0,0.0
2021-01-01,Italy,Other,Mobile,17329.5890933092,0.003989194887801512
2021-01-01,Italy,Smartphones,PC,0.0,0.0
2021-01-01,Luxembourg,Accessories,PC,53152.56692872695,0.012235486203620975
2021-01-01,Luxembourg,Appliances,PC,0.0,0.0
2021-01-01,Luxembourg,Beauty,PC,0.0,0.0
2021-01-01,Luxembourg,Beauty,Tablet,0.0,0.0
2021-01-01,Luxembourg,Books,PC,71801.54729018615,0.01652839913537461
2021-01-01,Luxembourg,Clothing,PC,0.0,0.0
2021-01-01,Luxembourg,Electronics,Mobile,0.0,0.0
2021-01-01,Luxembourg,Electronics,PC,0.0,0.0
2021-01-01,Luxembourg,Games,PC,23503.052341850336,0.0054102988677348345
2021-01-01,Luxembourg,Outdoors,PC,0.0,0.0
2021-01-01,Luxembourg,Smartphones,PC,0.0,0.0
2021-01-01,Luxembourg,Smartphones,Tablet,0.0,0.0
2021-01-01,Netherlands,Appliances,PC,0.0,0.0
2021-01-01,Netherlands,Beauty,Tablet,0.0,0.0
2021-01-01,Netherlands,Books,PC,55267.35034923237,0.012722300008868372
2021-01-01,Netherlands,Books,Tablet,7959.223821064479,0.0018321781784264679
2021-01-01,Netherlands,Clothing,PC,0.0,0.0
2021-01-01,Netherlands,Electronics,PC,34787.24601841525,0.00800787042497936
2021-01-01,Netherlands,Games,Mobile,16741.50774369743,0.0038538211578849476
2021-01-01,Netherlands,Games,PC,23756.08773767365,0.005468546498536475
2021-01-01,Netherlands,Outdoors,Mobile,0.0,0.0
2021-01-01,Netherlands,Outdoors,PC,0.0,0.0
2021-01-01,Netherlands,Smartphones,Mobile,0.0,0.0
2021-01-01,Netherlands,Smartphones,PC,0.0,0.0
2021-01-01,Portugal,Accessories,Mobile,0.0,0.0
2021-01-01,Portugal,Accessories,PC,6787.86915080525,0.0015625375056303277
2021-01-01,Portugal,Appliances,Mobile,18383.504289702887,0.004231801512285947
2021-01-01,Portugal,Appliances,PC,186452.64159039292,0.04292057478366039
2021-01-01,Portugal,Appliances,Tablet,0.0,0.0
2021-01-01,Portugal,Beauty,Mobile,13855.327958224489,0.0031894353156418673
2021-01-01,Portugal,Beauty,PC,162037.38337897428,0.03730029015273689
2021-01-01,Portugal,Beauty,Tablet,12365.895636725962,0.0028465745720514567
2021-01-01,Portugal,Books,Mobile,15114.949168781653,0.003479394556260045
2021-01-01,Portugal,Books,PC,114182.72574293295,0.026284359274555077
2021-01-01,Portugal,Books,Unknown,0.0,0.0
2021-01-01,Portugal,Clothing,Mobile,0.0,0.0
2021-01-01,Portugal,Clothing,PC,123504.88715839814,0.02843027966895105
2021-01-01,Portugal,Clothing,Tablet,0.0,0.0
2021-01-01,Portugal,Electronics,Mobile,17819.242881938666,0.004101911027802054
2021-01-01,Portugal,Electronics,PC,83915.94895190668,0.019317080904890323
2021-01-01,Portugal,Electronics,Tablet,37963.57252970092,0.00873904676231683
2021-01-01,Portugal,Games,Mobile,23685.91903028782,0.0054523939719370255
2021-01-01,Portugal,Games,PC,74135.30118169796,0.017065618976149728
2021-01-01,Portugal,Games,Tablet,6641.196543997914,0.001528774119198837
2021-01-01,Portugal,Other,Mobile,7243.811289892562,0.0016674933727652635
2021-01-01,Portugal,Other,PC,46029.03398845084,0.010595680375829782
2021-01-01,Portugal,Outdoors,Mobile,0.0,0.0
2021-01-01,Portugal,Outdoors,PC,151567.4496059888,0.03489015762980594
2021-01-01,Portugal,Outdoors,Tablet,0.0,0.0
2021-01-01,Portugal,Smartphones,Mobile,0.0,0.0
2021-01-01,Portugal,Smartphones,PC,85567.872057876,0.019697346309562744
2021-01-01,Portugal,Smartphones,Tablet,44645.49553452728,0.010277195932964396
2021-01-01,Spain,Beauty,PC,10818.252104587096,0.002490313864812235
2021-01-01,Spain,Beauty,Tablet,9715.109662052771,0.0022363753456367368
2021-01-01,Spain,Books,PC,0.0,0.0
2021-01-01,Spain,Clothing,PC,34821.92085794432,0.00801585241992684
2021-01-01,Spain,Electronics,Mobile,0.0,0.0
2021-01-01,Spain,Electronics,PC,20817.87826677247,0.0047921836524529296
2021-01-01,Spain,Games,Mobile,19012.318436919344,0.0043765517523491485
2021-01-01,Spain,Games,PC,0.0,0.0
2021-01-01,Spain,Games,Tablet,0.0,0.0
2021-01-01,Spain,Other,PC,0.0,0.0
2021-01-01,Spain,Outdoors,PC,0.0,0.0
2021-01-01,Spain,Smartphones,Mobile,0.0,0.0
2021-01-01,Spain,Smartphones,PC,0.0,0.0
2021-01-01,Sweden,Accessories,PC,65961.53788040575,0.015184054756707062
2021-01-01,Sweden,Appliances,Mobile,19737.955356537925,0.004543590167083408
2021-01-01,Sweden,Appliances,PC,63248.97942685111,0.014559635778419757
2021-01-01,Sweden,Appliances,Tablet,14357.283013709914,0.0033049831529545063
2021-01-01,Sweden,Beauty,Mobile,11238.393042170504,0.002587028453446709
2021-01-01,Sweden,Beauty,PC,45990.691739678805,0.010586854159468584
2021-01-01,Sweden,Beauty,Tablet,0.0,0.0
2021-01-01,Sweden,Books,Mobile,2776.144834631836,0.0006390562824357844
2021-01-01,Sweden,Books,PC,115906.7043314105,0.026681211533128777
2021-01-01,Sweden,Books,Unknown,7632.578848362589,0.0017569859480618402
2021-01-01,Sweden,Clothing,Mobile,20743.63659646498,0.004775093547773712
2021-01-01,Sweden,Clothing,PC,74421.12781031606,0.017131415003945973
2021-01-01,Sweden,Clothing,Tablet,0.0,0.0
2021-01-01,Sweden,Clothing,Unknown,0.0,0.0
2021-01-01,Sweden,Electronics,Mobile,24368.66547999549,0.00560955918988729
2021-01-01,Sweden,Electronics,PC,64339.440395955695,0.014810655078408735
2021-01-01,Sweden,Electronics,Tablet,0.0,0.0
2021-01-01,Sweden,Games,Mobile,14890.898187433113,0.0034278190096853375
2021-01-01,Sweden,Games,PC,33030.140348002744,0.0076033924584219805
2021-01-01,Sweden,Games,Tablet,15575.8545878509,0.0035854929485306924
2021-01-01,Sweden,Other,PC,18127.51437196246,0.004172873763585136
2021-01-01,Sweden,Other,Tablet,0.0,0.0
2021-01-01,Sweden,Outdoors,Mobile,0.0,0.0
2021-01-01,Sweden,Outdoors,PC,24162.593517004745,0.005562122333949414
2021-01-01,Sweden,Outdoors,Tablet,0.0,0.0
2021-01-01,Sweden,Smartphones,Mobile,0.0,0.0
2021-01-01,Sweden,Smartphones,PC,78171.92110748391,0.017994831058746667
2021-01-01,Sweden,Smartphones,Tablet,0.0,0.0
2021-01-01,UK,Accessories,PC,48729.387810987006,0.011217289901948068
2021-01-01,UK,Appliances,Mobile,50594.429375114545,0.01164661423463103
2021-01-01,UK,Appliances,PC,29540.854716477344,0.006800174313524676
2021-01-01,UK,Beauty,Mobile,0.0,0.0
2021-01-01,UK,Beauty,PC,0.0,0.0
2021-01-01,UK,Beauty,Tablet,14603.06280075019,0.0033615605746525525
2021-01-01,UK,Books,Mobile,12218.69074071533,0.0028126886549957723
2021-01-01,UK,Books,PC,86615.54394548935,0.01993851575193424
2021-01-01,UK,Clothing,Mobile,0.0,0.0
2021-01-01,UK,Clothing,PC,32051.654967459617,0.007378149444474339
2021-01-01,UK,Clothing,Tablet,0.0,0.0
2021-01-01,UK,Electronics,Mobile,0.0,0.0
2021-01-01,UK,Electronics,PC,60606.852656895855,0.01395142986269505
2021-01-01,UK,Electronics,Tablet,0.0,0.0
2021-01-01,UK,Games,PC,15856.985665282773,0.003650208081177799
2021-01-01,UK,Games,Unknown,0.0,0.0
2021-01-01,UK,Other,Mobile,0.0,0.0
2021-01-01,UK,Other,PC,0.0,0.0
2021-01-01,UK,Outdoors,Mobile,0.0,0.0
2021-01-01,UK,Outdoors,PC,19681.220614759117,0.004530530080046945
2021-01-01,UK,Smartphones,PC,35907.10962922578,0.008265658083257138
2021-01-01,UK,Smartphones,Tablet,5504.876325318792,0.0012671982224564035
2021-02-01,Austria,Electronics,PC,7534.390573507392,0.001863149617063829
2021-02-01,Austria,Games,PC,20509.575788283022,0.0050717318014338805
2021-02-01,Belgium,Accessories,PC,0.0,0.0
2021-02-01,Belgium,Appliances,Mobile,0.0,0.0
2021-02-01,Belgium,Clothing,Mobile,0.0,0.0
2021-02-01,Belgium,Games,PC,0.0,0.0
2021-02-01,Belgium,Smartphones,PC,18122.569185056363,0.0044814583884297205
2021-02-01,Bulgaria,Accessories,PC,14594.148146508864,0.003608929118454613
2021-02-01,Bulgaria,Appliances,Mobile,0.0,0.0
2021-02-01,Bulgaria,Appliances,PC,0.0,0.0
2021-02-01,Bulgaria,Appliances,Unknown,0.0,0.0
2021-02-01,Bulgaria,Beauty,PC,0.0,0.0
2021-02-01,Bulgaria,Books,PC,37959.98970590779,0.009386975574772359
2021-02-01,Bulgaria,Books,Tablet,0.0,0.0
2021-02-01,Bulgaria,Clothing,Mobile,0.0,0.0
2021-02-01,Bulgaria,Clothing,PC,23491.24032693283,0.0058090558211006905
2021-02-01,Bulgaria,Electronics,Mobile,22028.041856314714,0.005447227263950188
2021-02-01,Bulgaria,Electronics,PC,18376.562410376737,0.004544267367586765
2021-02-01,Bulgaria,Games,PC,28230.940048939185,0.006981117401383592
2021-02-01,Bulgaria,Outdoors,Mobile,0.0,0.0
2021-02-01,Bulgaria,Outdoors,PC,0.0,0.0
2021-02-01,Bulgaria,Smartphones,PC,0.0,0.0
2021-02-01,Denmark,Appliances,PC,0.0,0.0
2021-02-01,Denmark,Books,PC,11716.987250709743,0.0028974473909094333
2021-02-01,Denmark,Clothing,PC,9706.824346494986,0.0024003621643494087
2021-02-01,Denmark,Electronics,PC,0.0,0.0
2021-02-01,Denmark,Games,PC,0.0,0.0
2021-02-01,Denmark,Smartphones,PC,0.0,0.0
2021-02-01,Finland,Accessories,PC,0.0,0.0
2021-02-01,Finland,Appliances,Mobile,0.0,0.0
2021-02-01,Finland,Appliances,PC,23888.029439265403,0.005907176229843103
2021-02-01,Finland,Appliances,Tablet,0.0,0.0
2021-02-01,Finland,Beauty,Mobile,0.0,0.0
2021-02-01,Finland,Beauty,PC,30317.433791858384,0.007497078178861087
2021-02-01,Finland,Beauty,Tablet,0.0,0.0
2021-02-01,Finland,Books,PC,0.0,0.0
2021-02-01,Finland,Clothing,Mobile,0.0,0.0
2021-02-01,Finland,Clothing,PC,0.0,0.0
2021-02-01,Finland,Clothing,Tablet,0.0,0.0
2021-02-01,Finland,Electronics,PC,7725.820825466145,0.0019104876462185014
2021-02-01,Finland,Electronics,Tablet,4894.557238264366,0.0012103556824137475
2021-02-01,Finland,Games,Mobile,0.0,0.0
2021-02-01,Finland,Games,PC,63997.00212609977,0.015825565298371487
2021-02-01,Finland,Games,Tablet,34745.37601203638,0.008592046480731972
2021-02-01,Finland,Other,PC,0.0,0.0
2021-02-01,Finland,Outdoors,PC,13715.84062629188,0.003391735928907131
2021-02-01,France,Accessories,Mobile,0.0,0.0
2021-02-01,France,Accessories,PC,0.0,0.0
2021-02-01,France,Appliances,Mobile,9334.69086191164,0.002308338748184068
2021-02-01,France,Appliances,PC,129835.26747929573,0.03210644929080438
2021-02-01,France,Appliances,Tablet,3849.5665256770994,0.0009519440661062227
2021-02-01,France,Beauty,Mobile,28179.87094259578,0.0069684887242531445
2021-02-01,France,Beauty,PC,39257.27330654676,0.009707775700565215
2021-02-01,France,Beauty,Tablet,7459.950309285543,0.0018447415788255745
2021-02-01,France,Books,Mobile,17752.25548901555,0.0043898849805687114
2021-02-01,France,Books,PC,69974.20819706649,0.01730364492453149
2021-02-01,France,Books,Tablet,12392.821912317686,0.0030645718688202105
2021-02-01,France,Clothing,Mobile,11099.359277735191,0.0027447166145966578
2021-02-01,France,Clothing,PC,50590.437069612686,0.012510308900731975
2021-02-01,France,Clothing,Tablet,0.0,0.0
2021-02-01,France,Electronics,Mobile,48263.01748085071,0.01193477052463607
2021-02-01,France,Electronics,PC,138717.88246026912,0.03430299598411204
2021-02-01,France,Electronics,Tablet,0.0,0.0
2021-02-01,France,Games,PC,87505.24140159802,0.021638824722165873
2021-02-01,France,Games,Tablet,0.0,0.0
2021-02-01,France,Other,PC,17313.43869947591,0.0042813717139129105
2021-02-01,France,Outdoors,Mobile,40442.71512188154,0.010000918914040048
2021-02-01,France,Outdoors,PC,11361.709668104599,0.002809592204013542
2021-02-01,France,Outdoors,Tablet,0.0,0.0
2021-02-01,France,Smartphones,Mobile,0.0,0.0
2021-02-01,France,Smartphones,PC,125205.96875377177,0.030961688335875696
2021-02-01,France,Smartphones,Tablet,0.0,0.0
2021-02-01,Germany,Accessories,Mobile,4821.609377612241,0.0011923166947459814
2021-02-01,Germany,Accessories,PC,0.0,0.0
2021-02-01,Germany,Appliances,Mobile,25002.913894132365,0.006182871592977009
2021-02-01,Germany,Appliances,PC,35655.82034904331,0.008817186656477167
2021-02-01,Germany,Beauty,PC,0.0,0.0
2021-02-01,Germany,Books,PC,0.0,0.0
2021-02-01,Germany,Clothing,PC,23864.2202933828,0.005901288560415696
2021-02-01,Germany,Clothing,Tablet,0.0,0.0
2021-02-01,Germany,Electronics,Mobile,0.0,0.0
2021-02-01,Germany,Electronics,PC,9138.50320489762,0.0022598242791673443
2021-02-01,Germany,Games,PC,0.0,0.0
2021-02-01,Germany,Outdoors,Tablet,7214.623937501996,0.001784075791568491
2021-02-01,Germany,Smartphones,PC,0.0,0.0
2021-02-01,Ireland,Accessories,PC,0.0,0.0
2021-02-01,Ireland,Appliances,PC,4714.169592955899,0.0011657483357411075
2021-02-01,Ireland,Beauty,Mobile,11705.512554883637,0.002894609858805708
2021-02-01,Ireland,Beauty,PC,10146.298855394403,0.002509038075821847
2021-02-01,Ireland,Books,Mobile,11998.007432771543,0.0029669397592021903
2021-02-01,Ireland,Books,PC,0.0,0.0
2021-02-01,Ireland,Clothing,Mobile,0.0,0.0
2021-02-01,Ireland,Clothing,PC,0.0,0.0
2021-02-01,Ireland,Clothing,Tablet,0.0,0.0
2021-02-01,Ireland,Electronics,Mobile,0.0,0.0
2021-02-01,Ireland,Electronics,PC,14730.533481823837,0.0036426553080894735
2021-02-01,Ireland,Games,Mobile,0.0,0.0
2021-02-01,Ireland,Games,PC,8689.167329722766,0.0021487097894687637
2021-02-01,Ireland,Other,Mobile,0.0,0.0
2021-02-01,Ireland,Other,PC,0.0,0.0
2021-02-01,Ireland,Outdoors,Mobile,0.0,0.0
2021-02-01,Ireland,Outdoors,PC,0.0,0.0
2021-02-01,Ireland,Smartphones,Mobile,7446.611583704366,0.0018414430981832151
2021-02-01,Ireland,Smartphones,PC,61314.0395074574,0.015162106093973874
2021-02-01,Italy,Appliances,Mobile,0.0,0.0
2021-02-01,Italy,Books,Mobile,0.0,0.0
2021-02-01,Italy,Books,PC,0.0,0.0
2021-02-01,Italy,Books,Tablet,0.0,0.0
2021-02-01,Italy,Clothing,PC,0.0,0.0
2021-02-01,Italy,Games,PC,0.0,0.0
2021-02-01,Italy,Other,Mobile,16131.904857915608,0.003989194887801512
2021-02-01,Italy,Smartphones,PC,0.0,0.0
2021-02-01,Luxembourg,Accessories,PC,49479.08158879943,0.012235486203620975
2021-02-01,Luxembourg,Appliances,PC,0.0,0.0
2021-02-01,Luxembourg,Beauty,PC,0.0,0.0
2021-02-01,Luxembourg,Beauty,Tablet,0.0,0.0
2021-02-01,Luxembourg,Books,PC,66839.19181809215,0.01652839913537461
2021-02-01,Luxembourg,Clothing,PC,0.0,0.0
2021-02-01,Luxembourg,Electronics,Mobile,0.0,0.0
2021-02-01,Luxembourg,Electronics,PC,0.0,0.0
2021-02-01,Luxembourg,Games,PC,21878.707118088925,0.0054102988677348345
2021-02-01,Luxembourg,Outdoors,PC,0.0,0.0
2021-02-01,Luxembourg,Smartphones,PC,0.0,0.0
2021-02-01,Luxembourg,Smartphones,Tablet,0.0,0.0
2021-02-01,Netherlands,Appliances,PC,0.0,0.0
2021-02-01,Netherlands,Beauty,Tablet,0.0,0.0
2021-02-01,Netherlands,Books,PC,51447.70789326631,0.012722300008868372
2021-02-01,Netherlands,Books,Tablet,7409.145175510296,0.0018321781784264679
2021-02-01,Netherlands,Clothing,PC,0.0,0.0
2021-02-01,Netherlands,Electronics,PC,32383.026511266024,0.00800787042497936
2021-02-01,Netherlands,Games,Mobile,15584.46704334478,0.0038538211578849476
2021-02-01,Netherlands,Games,PC,22114.25470719378,0.005468546498536475
2021-02-01,Netherlands,Outdoors,Mobile,0.0,0.0
2021-02-01,Netherlands,Outdoors,PC,0.0,0.0
2021-02-01,Netherlands,Smartphones,Mobile,0.0,0.0
2021-02-01,Netherlands,Smartphones,PC,0.0,0.0
2021-02-01,Portugal,Accessories,Mobile,0.0,0.0
2021-02-01,Portugal,Accessories,PC,6318.745282370726,0.0015625375056303277
2021-02-01,Portugal,Appliances,Mobile,17112.981765451666,0.004231801512285947
2021-02-01,Portugal,Appliances,PC,173566.5086141342,0.04292057478366039
2021-02-01,Portugal,Appliances,Tablet,0.0,0.0
2021-02-01,Portugal,Beauty,Mobile,12897.757194000167,0.0031894353156418673
2021-02-01,Portugal,Beauty,PC,150838.6400866504,0.03730029015273689
2021-02-01,Portugal,Beauty,Tablet,11511.262662978923,0.0028465745720514567
2021-02-01,Portugal,Books,Mobile,14070.323341778367,0.003479394556260045
2021-02-01,Portugal,Books,PC,106291.31817174127,0.026284359274555077
2021-02-01,Portugal,Books,Unknown,0.0,0.0
2021-02-01,Portugal,Clothing,Mobile,0.0,0.0
2021-02-01,Portugal,Clothing,PC,114969.20546697312,0.02843027966895105
2021-02-01,Portugal,Clothing,Tablet,0.0,0.0
2021-02-01,Portugal,Electronics,Mobile,16587.717646606496,0.004101911027802054
2021-02-01,Portugal,Electronics,PC,78116.34178195964,0.019317080904890323
2021-02-01,Portugal,Electronics,Tablet,35339.83043788185,0.00873904676231683
2021-02-01,Portugal,Games,Mobile,22048.935506290847,0.0054523939719370255
2021-02-01,Portugal,Games,PC,69011.65508522144,0.017065618976149728
2021-02-01,Portugal,Games,Tablet,6182.209526933113,0.001528774119198837
2021-02-01,Portugal,Other,Mobile,6743.176304299043,0.0016674933727652635
2021-02-01,Portugal,Other,PC,42847.87094519969,0.010595680375829782
2021-02-01,Portugal,Outdoors,Mobile,0.0,0.0
2021-02-01,Portugal,Outdoors,PC,141092.30538794197,0.03489015762980594
2021-02-01,Portugal,Outdoors,Tablet,0.0,0.0
2021-02-01,Portugal,Smartphones,Mobile,0.0,0.0
2021-02-01,Portugal,Smartphones,PC,79654.0970186593,0.019697346309562744
2021-02-01,Portugal,Smartphones,Tablet,41559.95173454861,0.010277195932964396
2021-02-01,Spain,Beauty,PC,10070.580020130112,0.002490313864812235
2021-02-01,Spain,Beauty,Tablet,9043.678064643864,0.0022363753456367368
2021-02-01,Spain,Books,PC,0.0,0.0
2021-02-01,Spain,Clothing,PC,32415.304899936098,0.00801585241992684
2021-02-01,Spain,Electronics,Mobile,0.0,0.0
2021-02-01,Spain,Electronics,PC,19379.11105306613,0.0047921836524529296
2021-02-01,Spain,Games,Mobile,17698.337248584485,0.0043765517523491485
2021-02-01,Spain,Games,PC,0.0,0.0
2021-02-01,Spain,Games,Tablet,0.0,0.0
2021-02-01,Spain,Other,PC,0.0,0.0
2021-02-01,Spain,Outdoors,PC,0.0,0.0
2021-02-01,Spain,Smartphones,Mobile,0.0,0.0
2021-02-01,Spain,Smartphones,PC,0.0,0.0
2021-02-01,Sweden,Accessories,PC,61402.79770276468,0.015184054756707062
2021-02-01,Sweden,Appliances,Mobile,18373.823879320436,0.004543590167083408
2021-02-01,Sweden,Appliances,PC,58877.70985107562,0.014559635778419757
2021-02-01,Sweden,Appliances,Tablet,13365.021083203805,0.0033049831529545063
2021-02-01,Sweden,Beauty,Mobile,10461.68413665113,0.002587028453446709
2021-02-01,Sweden,Beauty,PC,42812.178609628514,0.010586854159468584
2021-02-01,Sweden,Beauty,Tablet,0.0,0.0
2021-02-01,Sweden,Books,Mobile,2584.2796446550215,0.0006390562824357844
2021-02-01,Sweden,Books,PC,107896.14898548175,0.026681211533128777
2021-02-01,Sweden,Books,Unknown,7105.075321714524,0.0017569859480618402
2021-02-01,Sweden,Clothing,Mobile,19310.000380248413,0.004775093547773712
2021-02-01,Sweden,Clothing,PC,69277.72763627266,0.017131415003945973
2021-02-01,Sweden,Clothing,Tablet,0.0,0.0
2021-02-01,Sweden,Clothing,Unknown,0.0,0.0
2021-02-01,Sweden,Electronics,Mobile,22684.495917415436,0.00560955918988729
2021-02-01,Sweden,Electronics,PC,59892.80677634879,0.014810655078408735
2021-02-01,Sweden,Electronics,Tablet,0.0,0.0
2021-02-01,Sweden,Games,Mobile,13861.756993495315,0.0034278190096853375
2021-02-01,Sweden,Games,PC,30747.358097677235,0.0076033924584219805
2021-02-01,Sweden,Games,Tablet,14499.374621003071,0.0035854929485306924
